time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_period_at_variance_spectral_density_maximum (s),surface_downwelling_shortwave_flux_in_air (W m-2),relative_humidity (1),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed (m s-1),sea_water_temperature_1 (K),sea_water_temperature_2 (K),sea_water_temperature_3 (K),sea_water_temperature_4 (K),sea_water_temperature_5 (K),sea_water_temperature_6 (K),sea_water_temperature_7 (K),sea_water_temperature_8 (K),sea_water_temperature_9 (K),sea_water_temperature_10 (K),sea_water_temperature_11 (K),sea_water_temperature_12 (K),mass_concentration_of_oxygen_in_sea_water (kg m-3),fractional_saturation_of_oxygen_in_sea_water (1),sea_water_specific_conductivity (Unknown),sea_water_temperature_13 (K),sea_water_temperature_14 (K),platform
2025-07-15T14:50:00Z,102009.6736,297.45,2.24,656.9,94.8,0.175,211.6,283.5,2,298.293,298.183,298.164,297.893,296.706,295.465,292.962,290.355,284.171,281.636,280.954,280.321,0.01144,93.64,0.02785,279.91,279.876,1
2025-07-15T15:00:00Z,101999.4716,297.45,2.18,678.1,94.5,0.172,212.5,285.9,2.2,298.237,298.171,298.153,297.877,296.792,295.817,293.022,289.657,284.001,281.671,280.952,280.301,0.01142,93.57,0.02785,279.935,279.906,1
2025-07-15T15:10:00Z,102008.9893,297.55,2.18,695.5,94.2,0.172,212.5,295.2,2.2,298.245,298.158,298.15,297.856,296.77,295.577,293.023,289.381,283.674,281.683,280.951,280.325,0.01143,93.87,0.02784,280.014,279.989,1
2025-07-15T15:20:00Z,101998.1037,297.65,2.08,711.8,94.3,0.164,213.4,286.7,1.9,298.253,298.16,298.157,297.856,296.771,295.532,293.114,288.094,283.471,281.709,281,280.397,0.01144,93.99,0.02784,280.085,280.021,1
2025-07-15T15:30:00Z,102008.3055,297.65,2.08,729,94.4,0.164,213.4,291.6,2.6,298.253,298.164,298.157,297.834,296.724,295.594,292.965,288.369,283.335,281.662,280.935,280.365,0.01143,93.98,0.02784,280.069,280.049,1
2025-07-15T15:40:00Z,102008.3055,297.65,3.23,744.3,94.3,0.161,214.9,294.2,1.2,298.261,298.16,298.163,297.847,296.756,295.781,293.173,290.799,283.592,281.693,280.9,280.356,0.01145,93.99,0.02785,280.048,279.996,1
2025-07-15T15:50:00Z,101996.7376,297.85,3.23,754.9,92.9,0.161,214.9,0,0,298.311,298.19,298.18,297.876,296.706,295.905,293.369,291.047,283.74,281.842,280.969,280.337,0.01144,94.02,0.02784,280.08,280.016,1
2025-07-15T16:00:00Z,102006.9393,297.85,3.24,767.5,92.7,0.159,216.7,313.3,0.6,298.341,298.206,298.184,297.829,296.711,295.809,293.054,289.882,283.703,281.921,280.969,280.315,0.01145,94,0.02785,280.045,279.994,1
2025-07-15T16:10:00Z,102007.6222,297.75,3.24,779.6,93,0.159,216.7,309.2,2.8,298.343,298.209,298.18,297.899,296.797,296.02,293.491,290.966,283.884,281.979,280.918,280.262,0.01145,93.6,0.02786,279.91,279.814,1
2025-07-15T16:20:00Z,102006.9393,297.85,3.39,787.2,92.7,0.161,219.4,306.4,3.2,298.384,298.185,298.189,297.89,296.732,295.844,293.273,290.516,283.604,281.898,280.835,280.087,0.01135,92.52,0.02787,279.768,279.685,1
2025-07-15T16:30:00Z,102006.2569,297.95,3.39,794.2,94.5,0.161,219.4,306.1,2.6,298.335,298.193,298.193,297.876,296.744,295.919,293.193,290.901,283.759,281.963,280.857,280.077,0.01126,91.71,0.02788,279.699,279.666,1
2025-07-15T16:40:00Z,101985.1717,298.05,3.07,803.3,93.4,0.161,222.7,310.3,2,298.354,298.193,298.201,297.942,296.793,296.061,293.164,290.73,284.06,282.132,281.065,280.197,0.01139,92.95,0.02787,279.798,279.749,1
2025-07-15T16:50:00Z,101974.9702,298.05,3.07,807.3,92.8,0.161,222.7,314.8,1.7,298.332,298.209,298.205,297.922,296.774,296.057,293.12,290.456,284.453,282.228,281.282,280.25,0.01146,93.73,0.02784,279.852,279.841,1
2025-07-15T17:00:00Z,101964.7686,298.05,3.5,810.7,92.6,0.165,230.8,327,3.1,298.333,298.216,298.207,297.85,296.708,296.023,293.101,290.751,284.506,282.199,281.219,280.199,0.0114,93,0.02786,279.786,279.728,1
2025-07-15T17:10:00Z,101953.8859,298.15,3.5,813.1,91.8,0.165,230.8,330.7,3.5,298.283,298.182,298.175,297.393,296.187,294.602,292.703,291.39,286.188,283.126,281.708,280.465,0.01147,94.37,0.02784,280.081,280.054,1
2025-07-15T17:20:00Z,101944.3654,298.05,3.57,813,94.6,0.166,236.8,337.2,2.6,298.335,298.215,298.201,297.795,296.655,295.999,293.211,290.927,283.991,282.132,281.179,280.143,0.01115,90.65,0.02788,279.666,279.602,1
2025-07-15T17:30:00Z,101944.3654,298.05,3.57,815.4,92.1,0.166,236.8,336.3,2.6,298.282,298.184,298.179,297.565,296.467,295.652,292.967,291.242,286.05,282.678,281.527,280.274,0.01145,93.55,0.02785,279.848,279.792,1
2025-07-15T17:40:00Z,101943.6843,298.15,3.28,810.4,91.8,0.149,242.4,333.2,2.5,298.478,298.224,298.199,297.74,296.669,295.99,292.967,290.706,283.925,282.12,281.166,280.083,0.01111,90.36,0.02788,279.617,279.597,1
2025-07-15T17:50:00Z,101932.1222,298.35,3.28,808,90.6,0.149,242.4,332.6,1.6,298.5,298.225,298.193,297.682,296.68,295.981,293.235,290.796,284.276,282.079,281.128,280.04,0.01107,89.91,0.02788,279.609,279.554,1
2025-07-15T18:00:00Z,101932.1222,298.35,3.35,801,87.6,0.151,243.8,334.8,2.1,298.676,298.241,298.194,297.673,296.626,295.925,293.26,290.564,283.88,282.049,281.011,279.929,0.01102,89.4,0.02789,279.557,279.503,1
2025-07-15T18:10:00Z,101920.5621,298.55,3.35,789.5,87.9,0.151,243.8,343.3,0.8,298.692,298.226,298.181,297.562,296.603,295.686,292.812,289.714,284.228,282.26,281.285,280.075,0.01111,90.37,0.02789,279.637,279.6,1
2025-07-15T18:20:00Z,101918.5275,298.85,3.65,780.7,84.5,0.141,249.2,293.5,2.2,298.688,298.241,298.202,297.593,296.698,295.75,292.963,289.679,284.237,282.265,281.249,279.955,0.01112,90.44,0.02788,279.643,279.591,1
2025-07-15T18:30:00Z,101899.4811,298.65,3.65,775.1,81.3,0.141,249.2,299,2.4,298.603,298.227,298.191,297.554,296.714,295.608,292.875,289.612,284.028,282.381,281.368,280.096,0.01114,90.64,0.02788,279.683,279.619,1
2025-07-15T18:40:00Z,101897.4483,298.95,3.64,766.6,81.8,0.137,272.6,314.9,2.2,298.666,298.226,298.195,297.559,296.721,295.479,292.739,289.455,284.184,282.286,281.259,279.965,0.01104,89.62,0.02789,279.563,279.533,1
2025-07-15T18:50:00Z,101886.5707,299.05,3.64,753.8,79.2,0.137,272.6,352.4,0.9,298.519,298.223,298.189,297.6,296.815,295.519,292.557,288.498,283.792,282.055,280.993,279.823,0.01101,89.18,0.02789,279.524,279.45,1
2025-07-15T19:00:00Z,101886.5707,299.05,3.75,743.9,81.2,0.143,267.5,357.7,2.2,298.597,298.232,298.149,297.681,296.905,295.411,292.426,288.602,284.079,282.156,281.059,279.835,0.01101,89.19,0.02788,279.522,279.455,1
2025-07-15T19:10:00Z,101897.4483,298.95,3.75,733.2,78,0.143,267.5,334.8,3,298.593,298.24,298.188,297.735,296.867,295.598,292.335,288.643,284.242,282.393,281.294,279.938,0.01104,89.63,0.02789,279.571,279.519,1
2025-07-15T19:20:00Z,101876.3698,299.05,3.56,717.4,80.3,0.135,275.5,333.7,3.1,298.553,298.23,298.176,297.709,296.88,295.221,292.038,288.008,283.811,282.337,281.245,279.907,0.01104,89.6,0.02789,279.566,279.509,1
2025-07-15T19:30:00Z,101866.1689,299.05,3.56,700.5,80.9,0.135,275.5,334.3,3.1,298.626,298.242,298.213,297.739,297.04,295.52,292.334,288.461,283.974,282.41,281.298,279.957,0.01109,90.07,0.02789,279.595,279.549,1
2025-07-15T19:40:00Z,101875.6937,299.15,3.42,683.2,80.9,0.132,292.8,336,3.3,298.694,298.231,298.207,297.715,296.939,295.244,292.082,288.367,284.223,282.495,281.323,279.963,0.01109,90.07,0.02788,279.601,279.551,1
2025-07-15T19:50:00Z,101885.8945,299.15,3.42,664.8,81.5,0.132,292.8,330.8,3.9,298.813,298.252,298.212,297.75,297.035,295.314,292.026,288.407,284.728,282.764,281.425,280.105,0.01121,91.28,0.02788,279.688,279.656,1
2025-07-15T20:00:00Z,101885.2188,299.25,3.61,649.2,77,0.136,291.6,336.7,3.5,298.944,298.243,298.202,297.768,297.075,295.403,291.966,288.093,284.482,282.553,281.3,279.954,0.01111,90.23,0.02789,279.595,279.567,1
2025-07-15T20:10:00Z,101874.3429,299.35,3.61,627.6,76.9,0.136,291.6,316.6,3.2,298.889,298.244,298.207,297.749,297.086,295.458,292.169,288.571,285.259,282.748,281.318,279.962,0.01112,90.31,0.02789,279.607,279.559,1
2025-07-15T20:20:00Z,101864.1422,299.35,3.61,606.8,78.7,0.136,293.1,329.4,3.5,298.915,298.233,298.214,297.839,297.213,295.494,292.38,288.714,285.336,282.701,281.331,280.035,0.01117,90.81,0.02789,279.644,279.607,1
2025-07-15T20:30:00Z,101864.1422,299.35,3.61,588.3,78.6,0.136,293.1,331.9,3.6,298.83,298.211,298.203,297.805,297.186,295.467,292.463,289.06,285.381,282.611,281.245,279.915,0.01111,90.27,0.02788,279.605,279.561,1
2025-07-15T20:40:00Z,101863.4675,299.45,3.55,559.8,79.1,0.142,299,320.2,3.1,298.794,298.221,298.206,297.819,297.133,295.391,292.457,289.748,285.553,282.679,281.243,279.923,0.01113,90.43,0.02788,279.632,279.571,1
2025-07-15T20:50:00Z,101842.3922,299.55,3.55,543,78.2,0.142,299,335.5,2.8,298.904,298.317,298.209,298.006,297.315,295.672,292.527,289.177,284.851,282.237,280.999,279.779,0.01105,89.65,0.02788,279.537,279.499,1
2025-07-15T21:00:00Z,101842.3922,299.55,3.57,521.6,79,0.152,298,330.8,3,298.925,298.339,298.207,298.013,297.292,295.554,292.563,289.792,285.583,282.512,281.158,279.87,0.01112,90.32,0.02789,279.602,279.561,1
2025-07-15T21:10:00Z,101831.5181,299.65,3.57,497.6,80.1,0.152,298,324.4,2.4,298.87,298.327,298.21,297.984,297.241,295.414,292.511,289.819,285.675,282.773,281.193,279.856,0.01113,90.45,0.02789,279.634,279.564,1
2025-07-15T21:20:00Z,101820.6445,299.75,3.69,474.2,76.3,0.152,293.3,336.4,1.8,298.9,298.335,298.238,297.97,297.214,295.53,292.632,290.33,286.055,282.998,281.299,279.937,0.01118,90.9,0.02788,279.663,279.602,1
2025-07-15T21:30:00Z,101819.2998,299.95,3.69,449.1,77.5,0.152,293.3,328,1.7,298.869,298.328,298.246,297.946,297.13,295.229,292.496,290.313,286.357,283.325,281.35,279.952,0.01121,91.19,0.02788,279.67,279.631,1
2025-07-15T21:40:00Z,101809.0995,299.95,3.6,424.7,77.6,0.143,295.6,346,1.6,298.856,298.359,298.26,297.976,297.179,295.328,292.51,290.444,286.24,283.163,281.276,279.889,0.01117,90.8,0.02789,279.638,279.584,1
2025-07-15T21:50:00Z,101798.8992,299.95,3.6,397.7,77.6,0.143,295.6,356.2,1.2,298.848,298.362,298.277,297.978,297.18,295.421,292.545,290.26,286.026,282.941,281.2,279.808,0.01113,90.36,0.02788,279.608,279.531,1
2025-07-15T22:00:00Z,101808.4279,300.05,3.57,372.7,75.5,0.144,293.4,334.8,1.2,298.938,298.387,298.3,297.994,297.193,295.483,292.5,290.033,285.837,282.836,281.126,279.772,0.01109,89.98,0.02788,279.564,279.523,1
2025-07-15T22:10:00Z,101775.8157,300.35,3.57,350.3,74.1,0.144,293.4,2.9,0.6,298.83,298.368,298.301,297.965,297.17,295.467,292.563,290.585,286.493,282.867,281.082,279.724,0.01102,89.36,0.02787,279.542,279.477,1
2025-07-15T22:20:00Z,101785.346,300.45,3.49,327.2,73.7,0.138,295.7,5,0.6,298.869,298.372,298.316,297.97,297.192,295.723,292.738,290.626,286.49,282.76,280.965,279.697,0.011,89.11,0.02788,279.506,279.456,1
2025-07-15T22:30:00Z,101769.8053,301.25,3.49,303.8,69.3,0.138,295.7,15,0.5,298.817,298.357,298.312,297.943,297.177,295.644,292.68,290.757,286.938,283.055,281.103,279.723,0.01101,89.19,0.02787,279.532,279.465,1
2025-07-15T22:40:00Z,101770.4714,301.15,3.63,278.1,70.9,0.142,293,0,0,298.858,298.354,298.31,297.936,297.167,295.517,292.507,290.36,286.236,282.81,281.049,279.713,0.01101,89.2,0.02788,279.537,279.472,1
2025-07-15T22:50:00Z,101760.9383,301.05,3.63,252,70.8,0.142,293,0,0,298.945,298.372,298.317,297.927,297.18,295.674,292.625,290.428,286.611,283.089,281.156,279.756,0.01102,89.34,0.02787,279.544,279.487,1
2025-07-15T23:00:00Z,101766.9561,300.15,3.48,220.8,74.2,0.133,290,179.3,0.9,298.909,298.369,298.313,297.913,297.159,295.507,292.625,290.556,286.558,283.11,281.182,279.795,0.01101,89.31,0.02787,279.566,279.5,1
2025-07-15T23:10:00Z,101749.9141,299.65,3.48,195.3,78.3,0.133,290,196.5,1.7,298.969,298.374,298.318,297.924,297.137,295.38,292.567,290.363,286.108,282.718,281.067,279.757,0.01101,89.25,0.02787,279.549,279.483,1
2025-07-15T23:20:00Z,101730.186,299.55,3.5,174.3,79.6,0.13,286.4,184.7,1.5,298.936,298.376,298.325,297.956,297.164,295.518,292.83,290.566,286.248,282.637,280.992,279.704,0.01099,89,0.02788,279.52,279.448,1
2025-07-15T23:30:00Z,101730.186,299.55,3.5,145.8,76.7,0.13,286.4,182.4,1.5,298.878,298.37,298.319,297.929,297.075,295.363,292.637,290.383,286.061,282.746,281.01,279.685,0.01099,89.02,0.02788,279.519,279.451,1
2025-07-15T23:40:00Z,101720.6587,299.45,3.58,115.5,80.3,0.135,288.7,171.9,1.8,298.906,298.381,298.332,297.962,297.231,295.749,293.165,290.666,286.085,282.723,281.017,279.721,0.01077,87.27,0.02789,279.535,279.468,1
2025-07-15T23:50:00Z,101700.9311,299.35,3.58,96.2,79.6,0.135,288.7,199,2.3,298.857,298.377,298.333,297.931,297.04,295.56,292.955,290.516,285.798,282.666,281.003,279.757,0.01085,87.95,0.02789,279.527,279.461,1
2025-07-16T00:00:00Z,101690.7304,299.35,3.49,76.2,79.1,0.122,288.6,195.1,2.6,298.844,298.372,298.34,297.934,297.152,295.801,293.221,290.728,285.987,282.73,281.082,279.874,0.01107,89.73,0.02789,279.538,279.48,1
2025-07-16T00:10:00Z,101690.7304,299.35,3.49,59.1,80.7,0.122,288.6,230.9,2.5,298.85,298.369,298.337,297.911,296.991,295.525,293.079,290.747,286.387,283.01,281.271,280.025,0.01078,87.52,0.0279,279.582,279.535,1
2025-07-16T00:20:00Z,101691.4043,299.25,3.45,41.8,78.8,0.116,287.8,174.4,1.7,298.876,298.376,298.333,297.895,296.913,295.408,292.862,290.579,286.15,282.925,281.327,280.171,0.01123,91.53,0.02788,279.682,279.702,1
2025-07-16T00:30:00Z,101681.2036,299.25,3.45,24.3,79.4,0.116,287.8,198.3,2.7,298.923,298.394,298.338,297.915,297.043,295.794,292.939,290.632,285.943,282.631,281.058,280.109,0.0112,91.18,0.02787,279.717,279.642,1
2025-07-16T00:40:00Z,101691.4043,299.25,3.28,11.3,77.5,0.116,276.7,211.8,1.7,298.895,298.38,298.332,297.859,296.969,295.649,292.906,290.885,286.695,282.849,281.188,280.286,0.0115,94.2,0.02786,279.944,279.903,1
2025-07-16T00:50:00Z,101691.4043,299.25,3.28,4.6,76.2,0.116,276.7,183.2,1.8,298.879,298.364,298.329,297.844,296.959,295.567,292.835,290.729,286.29,282.753,281.277,280.323,0.01149,94.3,0.02786,280.003,279.972,1
2025-07-16T01:00:00Z,101681.2036,299.25,3.43,1.1,78.6,0.116,261.6,172.7,2,298.873,298.356,298.332,297.869,297.058,295.92,293.191,290.987,286.529,282.935,281.273,280.206,0.0115,94.07,0.02785,279.925,279.847,1
2025-07-16T01:10:00Z,101681.2036,299.25,3.43,0,80.6,0.116,261.6,177.9,2,298.927,298.366,298.329,297.884,297.084,295.816,292.872,290.415,285.799,282.565,280.944,280.113,0.01137,92.59,0.02788,279.769,279.644,1
2025-07-16T01:20:00Z,101681.2036,299.25,3.34,0,80.2,0.104,283,190.1,2.3,298.939,298.373,298.322,297.903,297.083,295.832,292.866,290.417,285.858,282.631,280.95,280.109,0.01133,92.33,0.02787,279.722,279.672,1
2025-07-16T01:30:00Z,101670.329,299.35,3.34,0,81.4,0.104,283,190.8,2,299.008,298.364,298.313,297.893,297.115,296.121,293.02,290.546,285.927,282.563,280.762,280.01,0.01113,90.37,0.02788,279.634,279.555,1
2025-07-16T01:40:00Z,101680.5297,299.35,3.33,0,79.8,0.106,289.1,176.9,1.9,298.973,298.372,298.307,297.858,297.106,296.118,293.027,290.507,285.791,282.3,280.759,280.078,0.01128,91.8,0.02788,279.656,279.62,1
2025-07-16T01:50:00Z,101690.7304,299.35,3.33,0,79.7,0.106,289.1,186.6,1.5,299.033,298.393,298.313,297.845,297.023,295.867,292.871,290.441,285.64,282.178,280.752,280.11,0.01129,92.09,0.02787,279.727,279.705,1
2025-07-16T02:00:00Z,101690.7304,299.35,3.29,0,80.2,0.093,285.4,187.9,1.6,299.084,298.413,298.32,297.849,297.028,296.004,292.889,290.599,285.174,281.798,280.746,280.088,0.01129,91.84,0.02789,279.691,279.604,1
2025-07-16T02:10:00Z,101691.4043,299.25,3.29,0,82.3,0.093,285.4,179.6,2,299.089,298.414,298.315,297.82,296.935,295.645,292.726,290.425,285.048,281.672,280.541,280.105,0.01127,91.84,0.02787,279.739,279.682,1
2025-07-16T02:20:00Z,101711.1317,299.35,3.26,0,78.8,0.093,274,186,2.2,299.084,298.506,298.327,297.909,296.95,295.837,292.713,290.098,284.174,281.476,280.491,280.003,0.01126,91.61,0.02789,279.716,279.619,1
2025-07-16T02:30:00Z,101711.8059,299.25,3.26,0,76.6,0.093,274,195.6,1.9,299.078,298.481,298.316,297.897,296.925,295.475,292.688,290.453,284.974,281.657,280.497,280.067,0.01149,93.69,0.02786,279.758,279.706,1
2025-07-16T02:40:00Z,101691.4043,299.25,3.2,0,81.3,0.092,245.6,192.6,1.7,298.981,298.465,298.303,297.901,296.879,295.247,292.635,290.218,284.701,281.63,280.48,279.982,0.0114,92.83,0.02787,279.727,279.67,1
2025-07-16T02:50:00Z,101682.5527,299.05,3.2,0,86,0.092,245.6,184,1.6,298.881,298.368,298.266,297.822,296.781,295.644,292.702,290.56,284.914,281.782,280.546,280.037,0.01128,91.8,0.02788,279.695,279.623,1
2025-07-16T03:00:00Z,101672.3518,299.05,3.05,0,83,0.085,244.6,187,1.8,298.963,298.462,298.275,297.886,296.847,295.778,292.659,290.229,284.713,281.795,280.542,279.987,0.01122,91.16,0.02789,279.65,279.574,1
2025-07-16T03:10:00Z,101682.5527,299.05,3.05,0,82.1,0.085,244.6,201.2,1.6,298.904,298.369,298.19,297.853,296.75,296.029,292.722,289.931,284.838,281.873,280.532,279.953,0.01115,90.5,0.0279,279.615,279.54,1
2025-07-16T03:20:00Z,101683.228,298.95,3.18,0,84,0.082,245.1,187.9,1.8,298.946,298.355,298.195,297.744,296.53,295.476,292.688,289.724,284.565,281.903,280.531,279.93,0.01108,89.85,0.0279,279.572,279.501,1
2025-07-16T03:30:00Z,101684.5799,298.75,3.18,0,83.3,0.082,245.1,191.6,2.3,298.993,298.54,298.198,297.608,296.462,295.542,292.763,289.749,284.102,281.778,280.477,279.915,0.01117,90.76,0.0279,279.596,279.561,1
2025-07-16T03:40:00Z,101675.0554,298.65,3.11,0,87.1,0.084,249.4,160.9,2.3,298.977,298.56,298.184,297.412,296.375,294.785,292.609,289.629,284.652,282.068,280.559,279.992,0.01142,93.02,0.02787,279.713,279.675,1
2025-07-16T03:50:00Z,101685.9337,298.55,3.11,0,86.7,0.084,249.4,155.4,2.4,298.977,298.647,298.206,297.507,296.381,294.887,292.698,289.747,284.381,281.937,280.511,279.952,0.0112,91.01,0.02789,279.653,279.573,1
2025-07-16T04:00:00Z,101695.4577,298.65,3.12,0,85.8,0.087,252.1,143.3,2.4,299.009,298.468,298.219,297.524,296.392,294.654,292.728,289.883,283.911,281.585,280.438,279.894,0.01115,90.49,0.0279,279.567,279.531,1
2025-07-16T04:10:00Z,101694.1048,298.85,3.12,0,81.7,0.087,252.1,159.2,2.7,299.004,298.517,298.205,297.506,296.399,294.944,292.724,289.699,283.905,281.557,280.503,279.942,0.01119,90.93,0.02789,279.637,279.57,1
2025-07-16T04:20:00Z,101693.429,298.95,3.09,0,82,0.08,236.2,148.1,2.7,299.007,298.422,298.196,297.561,296.391,294.861,292.808,289.865,283.83,281.624,280.535,279.934,0.01123,91.32,0.02788,279.636,279.593,1
2025-07-16T04:30:00Z,101694.1048,298.85,3.09,0,83.9,0.08,236.2,157.1,2.1,298.97,298.303,298.197,297.527,296.368,294.76,292.875,290.031,283.939,281.616,280.461,279.942,0.01117,90.69,0.02789,279.596,279.542,1
2025-07-16T04:40:00Z,101705.6589,298.65,2.99,0,83.4,0.083,237.6,141.3,2.2,298.927,298.286,298.199,297.647,296.417,295.113,292.942,289.918,283.814,281.589,280.422,279.858,0.01098,88.94,0.0279,279.484,279.443,1
2025-07-16T04:50:00Z,101694.1048,298.85,2.99,0,80.7,0.083,237.6,154.6,2.7,298.882,298.317,298.201,297.477,296.341,295.143,293.075,290.592,283.979,281.627,280.484,279.882,0.01106,89.69,0.02788,279.639,279.472,1
2025-07-16T05:00:00Z,101695.4577,298.65,2.98,0,85.4,0.09,241.1,160.3,2.1,298.903,298.44,298.22,297.62,296.385,295.384,293.128,289.428,283.149,281.321,280.378,279.72,0.01085,87.69,0.0279,279.436,279.371,1
2025-07-16T05:10:00Z,101706.3361,298.55,2.98,0,85.5,0.09,241.1,165.8,1.1,298.858,298.465,298.229,297.454,296.299,295.162,293.159,289.638,283.312,281.423,280.47,279.784,0.01098,88.92,0.02789,279.529,279.439,1
2025-07-16T05:20:00Z,101707.0138,298.45,2.93,0,84.9,0.089,223.3,161.5,1,298.885,298.462,298.243,297.702,296.407,295.162,293.164,289.295,283.176,281.347,280.38,279.686,0.0108,87.35,0.0279,279.423,279.375,1
2025-07-16T05:30:00Z,101707.692,298.35,2.93,0,85.5,0.089,223.3,0,0,298.883,298.44,298.237,297.692,296.396,295.147,293.318,290.089,283.568,281.573,280.546,279.744,0.01099,89.01,0.0279,279.457,279.458,1
2025-07-16T05:40:00Z,101708.3706,298.25,1.68,0,88,0.089,153.5,246.6,0.9,298.823,298.483,298.237,297.69,296.352,294.846,293.09,289.847,284.098,281.889,280.762,279.875,0.01116,90.65,0.02789,279.624,279.557,1
2025-07-16T05:50:00Z,101687.9677,298.25,1.68,0,87.9,0.089,153.5,156.6,1.3,298.848,298.512,298.243,297.825,296.414,295.345,293.222,289.68,283.827,281.769,280.635,279.789,0.01112,90.3,0.0279,279.599,279.537,1
2025-07-16T06:00:00Z,101698.1691,298.25,1.62,0,87.7,0.097,99.2,174.7,0.6,298.832,298.377,298.233,297.89,296.395,295.257,293.116,289.6,283.795,281.783,280.65,279.763,0.01104,89.42,0.0279,279.556,279.461,1
2025-07-16T06:10:00Z,101698.8481,298.15,1.62,0,86.2,0.097,99.2,0,0,298.858,298.371,298.243,297.909,296.674,295.289,293.219,289.993,283.802,281.758,280.567,279.696,0.01089,88.06,0.0279,279.425,279.387,1
2025-07-16T06:20:00Z,101689.326,298.05,1.72,0,88.1,0.098,137,0,0,298.861,298.43,298.243,297.825,296.426,295.275,293.218,289.617,283.726,281.7,280.477,279.621,0.01087,87.95,0.02791,279.422,279.393,1
2025-07-16T06:30:00Z,101709.7292,298.05,1.72,0,88.7,0.098,137,162,0.6,298.854,298.469,298.23,297.75,296.45,295.303,293.253,289.439,283.996,281.915,280.68,279.709,0.01092,88.37,0.02791,279.468,279.407,1
2025-07-16T06:40:00Z,101678.4451,298.15,1.58,0,87.8,0.086,144.2,60.4,0.5,298.852,298.442,298.228,297.72,296.452,295.288,293.322,290.073,284.861,282.105,280.809,279.804,0.01109,89.87,0.0279,279.563,279.479,1
2025-07-16T06:50:00Z,101678.4451,298.15,1.58,0,86.9,0.086,144.2,0,0,298.807,298.417,298.232,297.727,296.43,295.199,293.21,289.378,284.681,282.194,280.921,279.856,0.01115,90.55,0.02789,279.604,279.548,1
2025-07-16T07:00:00Z,101667.5648,298.25,2.8,0,88.6,0.077,182.9,181.9,0.7,298.811,298.505,298.235,297.842,296.925,295.568,293.162,288.847,284.383,282.113,280.904,279.799,0.01111,90.13,0.0279,279.577,279.508,1
2025-07-16T07:10:00Z,101676.4099,298.45,2.8,0,85.5,0.077,182.9,180.8,2.1,298.81,298.453,298.232,297.84,296.93,295.671,293.342,289.257,284.659,282.107,280.768,279.753,0.01099,89.03,0.0279,279.535,279.455,1
2025-07-16T07:20:00Z,101666.2086,298.45,1.47,0,85.8,0.076,199.8,188.6,3.2,298.808,298.373,298.226,297.814,296.637,295.34,293.171,288.837,284.341,282.051,280.802,279.809,0.01107,89.75,0.0279,279.58,279.487,1
2025-07-16T07:30:00Z,101656.6851,298.35,1.47,0,86.6,0.076,199.8,183.6,2.6,298.804,298.347,298.22,297.805,296.497,295.574,293.416,289.163,284.597,282.145,280.893,279.834,0.01114,90.47,0.0279,279.598,279.547,1
2025-07-16T07:40:00Z,101637.6391,298.15,1.66,0,87.9,0.082,178.7,174.8,2.3,298.754,298.271,298.219,297.796,296.435,295.18,293.327,289.055,284.583,282.053,280.837,279.799,0.01112,90.26,0.0279,279.607,279.533,1
2025-07-16T07:50:00Z,101648.5197,298.05,1.66,0,91.7,0.082,178.7,172.9,2.9,298.795,298.303,298.22,297.82,296.512,295.14,293.06,288.423,284.555,282.111,280.903,279.832,0.01118,90.82,0.0279,279.641,279.575,1
2025-07-16T08:00:00Z,101626.081,298.35,1.82,0,92.4,0.102,171.3,198,3.4,298.803,298.474,298.224,297.844,296.614,295.365,293.303,289.081,284.802,282.286,281.004,279.883,0.01124,91.43,0.02788,279.666,279.618,1
2025-07-16T08:10:00Z,101615.2021,298.45,1.82,0,91.3,0.102,171.3,201.2,3.1,298.77,298.547,298.222,297.813,296.742,295.453,293.374,288.828,284.74,282.167,280.937,279.858,0.01119,90.94,0.02789,279.643,279.592,1
